,train_loss,train_acc,train_pp,train_pr,train_pf,train_tp,train_tr,train_tf,train_TDR,space,val_loss,val_acc,val_pp,val_pr,val_pf,val_tp,val_tr,val_tf,val_TDR,Epoch_num
0,2.38165545463562,0.8564814925193787,0.8172043010752689,0.7307692307692307,0.7715736040609137,0.6842105263157895,0.625,0.6532663316582915,0.8372576177285318,///,2.2841265155123427,0.8607675963407987,0.889790500591871,0.642731329901496,0.7463466038784188,0.7210705048210324,0.540596076626082,0.6179253562061288,0.8103823364504236,0
1,1.7910029888153076,0.9027777910232544,0.8807339449541285,0.8205128205128205,0.8495575221238938,0.8230088495575221,0.7948717948717948,0.8086956521739128,0.9344579646017698,///,2.0625355477843965,0.8809153108627765,0.8841731373620132,0.7370653491009391,0.8039451167695888,0.7519948391975753,0.6407154657585824,0.6919094687960855,0.8505063176214556,1
2,1.5875232219696045,0.9027777910232544,0.8956521739130435,0.7803030303030303,0.8340080971659919,0.865546218487395,0.7803030303030303,0.8207171314741035,0.9663865546218487,///,2.034669522147674,0.8841521321953117,0.8699288598330542,0.79739954859048,0.832086680263052,0.7314894054540697,0.6912401963595093,0.7107954731755493,0.8408611775386414,2
3,1.847860336303711,0.8958333134651184,0.8769230769230769,0.8201438848920863,0.8475836431226766,0.837037037037037,0.8129496402877698,0.8248175182481753,0.9545159194282001,///,2.190359353245079,0.8844803246584806,0.8692996264774068,0.7833105355297972,0.8240679763518263,0.7433129266597818,0.6836762557901649,0.712248424626042,0.8550710296193835,3
4,1.808215618133545,0.8888888955116272,0.8434782608695652,0.776,0.8083333333333333,0.7983193277310925,0.76,0.778688524590164,0.9464610586502643,///,2.169566151190114,0.8825428319441808,0.8939386580929427,0.7133009114948352,0.7934688414891485,0.7831267371253883,0.6325005254262425,0.6998001321538992,0.8760407999314498,4
5,1.3463032245635986,0.9282407760620117,0.8918918918918919,0.8319327731092437,0.8608695652173914,0.8918918918918919,0.8181818181818182,0.853448275862069,1.0,///,2.019093362928985,0.8867109553380446,0.8742583070220512,0.7901829855942952,0.8300972131463856,0.7399987105404866,0.6880792537747865,0.7130951856499516,0.8464302879329939,5
6,1.5687075853347778,0.8842592835426331,0.875,0.8344370860927153,0.8542372881355932,0.8187919463087249,0.8079470198675497,0.8133333333333334,0.9357622243528284,///,2.1404168418088516,0.8846960892150928,0.8819690518282594,0.7659710034122699,0.8198874922168896,0.7564372784788131,0.6689098890625014,0.7099861529213541,0.8576687321519642,6
7,1.7098639011383057,0.8912037014961243,0.8571428571428571,0.8225806451612904,0.8395061728395062,0.7967479674796748,0.7903225806451613,0.7935222672064778,0.929539295392954,///,1.9526628824797543,0.8908969384509248,0.8812413809691306,0.7663113840965912,0.819767738785237,0.778055833662447,0.686621385988738,0.7294846505678022,0.8829088720354836,7
8,1.2797229290008545,0.9143518805503845,0.873015873015873,0.8661417322834646,0.8695652173913044,0.8153846153846154,0.8346456692913385,0.8249027237354085,0.933986013986014,///,2.071841924802049,0.8884953771318708,0.8887627268090829,0.7389637258448646,0.8069702558732189,0.7876733807848092,0.6630939964365405,0.7200347873159962,0.8862583421030562,8
9,1.5201020240783691,0.9027777910232544,0.79,0.7745098039215687,0.7821782178217823,0.7669902912621359,0.7669902912621359,0.7669902912621359,0.9708737864077669,///,2.19028103719284,0.8887181196893964,0.8859399572228386,0.7567637750860391,0.816272896129824,0.7789885894303965,0.6746734124754158,0.7230881583495765,0.8792792142170637,9
