,Accuracy,pp,pr,pf,tp,tr,tf,TDR,data,Epoch index,Epochs,Batch size
0,0.7860399834908448,0.8958416816987401,0.7173078523783466,0.7966952340075155,0.7131778075608055,0.5966469425162008,0.649728688248631,0.7960980406810741,g0,2,20,512
1,0.9016453855997556,0.8743884781992373,0.8043587562962095,0.837912956032907,0.7855894874024953,0.7374550703345724,0.7607616569633181,0.8984444637472587,g1,19,,
2,0.8830777770513064,0.9201354422210578,0.771505889765613,0.8392912843078092,0.8245162818955819,0.7041594041890178,0.759599827600851,0.8960814289528216,g2,13,,
3,0.8975654496000959,0.9132472367234179,0.8016220682239408,0.8538016705879493,0.7853541096733291,0.7074512233478254,0.744369963530624,0.8599578275112569,g3,18,,
4,0.8898664159434182,0.8796433465422053,0.8008329784209283,0.838390152476562,0.7892392724794156,0.7275179624110213,0.7571228066836386,0.8972264447651885,g4,19,,
5,0.8898700851124602,0.871590113772573,0.7997970451978424,0.8341516732106163,0.7528060331618874,0.7056049712487998,0.7284416776596617,0.8637156632071663,g5,19,,
6,0.8746775161329802,0.8924743831928718,0.7825707650471467,0.8333738284372266,0.7751138320289191,0.6964725956745729,0.7333374367811207,0.868587311477461,mean,,,
7,0.04008286601529701,0.018867399130860104,0.03122392543001404,0.01753094662277416,0.03461320022692667,0.046316945473386724,0.03903770139363669,0.03610279611486111,std dev,,,
